"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp","batting","decade"
"polonlu01",1992,1,"CAL","AL",149,577,83,165,17,4,0,35,51,21,45,64,6,1,8,4,18,0.285961871750433,"90s"
"pooleji02",1992,1,"BAL","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"powerte01",1992,1,"CLE","AL",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"quantpa01",1992,1,"BOS","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"quirkja01",1992,1,"OAK","AL",78,177,13,39,7,1,2,11,0,0,16,28,3,3,5,1,4,0.220338983050847,"90s"
"raineti01",1992,1,"CHA","AL",144,551,102,162,22,9,7,54,45,6,81,48,4,0,4,8,5,0.294010889292196,"90s"
"rasmude01",1992,2,"KCA","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"readyra01",1992,1,"OAK","AL",61,125,17,25,2,0,3,17,1,0,25,23,1,0,2,2,1,0.2,"90s"
"reardje01",1992,1,"BOS","AL",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"reedri01",1992,1,"KCA","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"rhodear01",1992,1,"BAL","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"ripkeca01",1992,1,"BAL","AL",162,637,73,160,29,1,14,72,4,3,64,50,14,7,0,7,13,0.251177394034537,"90s"
"robindo01",1992,1,"CAL","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"rodriiv01",1992,1,"TEX","AL",123,420,39,109,16,1,8,37,0,0,24,73,2,1,7,2,15,0.25952380952381,"90s"
"rogerke01",1992,1,"TEX","AL",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"russeje01",1992,1,"TEX","AL",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"russeje01",1992,2,"OAK","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"ryanno01",1992,1,"TEX","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"samueju01",1992,2,"KCA","AL",29,102,15,29,5,3,0,8,6,1,7,27,1,1,0,0,2,0.284313725490196,"90s"
"sandesc01",1992,1,"NYA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"schofdi02",1992,1,"CAL","AL",1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"90s"
"seguida01",1992,1,"BAL","AL",115,189,21,44,9,0,1,17,1,0,20,23,3,0,2,0,4,0.232804232804233,"90s"
"sierrru01",1992,1,"TEX","AL",124,500,66,139,30,6,14,70,12,4,31,59,6,0,0,8,9,0.278,"90s"
"sierrru01",1992,2,"OAK","AL",27,101,17,28,4,1,3,17,2,0,14,9,6,0,0,2,2,0.277227722772277,"90s"
"snowjt01",1992,1,"NYA","AL",7,14,1,2,1,0,0,2,0,0,5,5,1,0,0,0,0,0.142857142857143,"90s"
"sojolu01",1992,1,"CAL","AL",106,368,37,100,12,3,7,43,7,11,14,24,0,1,7,1,14,0.271739130434783,"90s"
"sprinru01",1992,1,"NYA","AL",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"stanlmi02",1992,1,"NYA","AL",68,173,24,43,7,0,8,27,0,0,33,45,0,1,0,0,6,0.248554913294798,"90s"
"stewada01",1992,1,"OAK","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"stiebda01",1992,1,"TOR","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"stottto01",1992,1,"TOR","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"surhobj01",1992,1,"ML4","AL",139,480,63,121,19,1,4,62,14,8,46,41,8,2,5,10,9,0.252083333333333,"90s"
"sutclri01",1992,1,"BAL","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"tananfr01",1992,1,"DET","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"tapanke01",1992,1,"MIN","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"tartada01",1992,1,"NYA","AL",123,421,72,112,19,0,25,85,2,2,103,115,14,0,0,2,7,0.26603325415677,"90s"
"thomafr04",1992,1,"CHA","AL",160,573,108,185,46,2,24,115,6,3,122,88,6,5,0,11,19,0.322862129144852,"90s"
"thomeji01",1992,1,"CLE","AL",40,117,8,24,3,1,2,12,2,0,10,34,2,2,0,2,3,0.205128205128205,"90s"
"thondi01",1992,1,"TEX","AL",95,275,30,68,15,3,4,37,12,2,20,40,1,0,3,5,2,0.247272727272727,"90s"
"timlimi01",1992,1,"TOR","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"trammal01",1992,1,"DET","AL",29,102,11,28,7,1,1,11,2,2,15,4,0,1,1,1,6,0.274509803921569,"90s"
"valenjo03",1992,1,"ML4","AL",4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"90s"
"vaughgr01",1992,1,"ML4","AL",141,501,77,114,18,2,23,78,15,15,60,123,1,5,2,5,8,0.227544910179641,"90s"
"velarra01",1992,1,"NYA","AL",121,412,57,112,24,1,7,46,7,2,38,78,1,2,4,5,13,0.271844660194175,"90s"
"venturo01",1992,1,"CHA","AL",157,592,85,167,38,1,16,93,2,4,93,71,9,0,1,8,14,0.282094594594595,"90s"
"violafr01",1992,1,"BOS","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"vizquom01",1992,1,"SEA","AL",136,483,49,142,20,4,0,21,15,13,32,38,0,2,9,1,14,0.29399585921325,"90s"
"weathda01",1992,1,"TOR","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"welchbo01",1992,1,"OAK","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"wellsda01",1992,1,"TOR","AL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"whitalo01",1992,1,"DET","AL",130,453,77,126,26,0,19,71,6,4,81,46,5,1,5,4,9,0.278145695364238,"90s"
"whitede03",1992,1,"TOR","AL",153,641,98,159,26,7,17,60,37,4,47,133,0,5,0,3,9,0.24804992199688,"90s"
"whitema01",1992,1,"CLE","AL",148,508,73,129,19,4,9,43,16,12,72,102,10,2,3,3,12,0.253937007874016,"90s"
"wickmbo01",1992,1,"NYA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"willibe02",1992,1,"NYA","AL",62,261,39,73,14,2,5,26,7,6,29,36,1,1,2,0,5,0.279693486590038,"90s"
"willige02",1992,1,"NYA","AL",15,27,7,8,2,0,3,6,2,0,0,3,0,0,0,0,0,0.296296296296296,"90s"
"wilsowi02",1992,1,"OAK","AL",132,396,38,107,15,5,0,37,28,8,35,65,2,1,2,3,11,0.27020202020202,"90s"
"winfida01",1992,1,"TOR","AL",156,583,92,169,33,3,26,108,2,3,82,89,10,1,1,3,10,0.289879931389365,"90s"
"wittbo01",1992,1,"TEX","AL",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"wittbo01",1992,2,"OAK","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"yountro01",1992,1,"ML4","AL",150,557,71,147,40,3,8,77,15,6,53,81,9,3,4,12,9,0.263913824057451,"90s"
"agostju01",1992,1,"SLN","NL",22,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"90s"
"aloumo01",1992,1,"MON","NL",115,341,53,96,28,2,9,56,16,2,25,46,0,1,5,5,5,0.281524926686217,"90s"
"anderla02",1992,1,"SDN","NL",34,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"90s"
"ashbyan01",1992,1,"PHI","NL",10,11,0,1,1,0,0,1,0,0,0,7,0,0,2,0,0,0.0909090909090909,"90s"
"assenpa01",1992,1,"CHN","NL",70,4,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,"90s"
"astacpe01",1992,1,"LAN","NL",11,24,2,3,0,0,0,1,0,0,0,14,0,0,5,0,0,0.125,"90s"
"bagweje01",1992,1,"HOU","NL",162,586,87,160,34,6,18,96,10,6,84,97,13,12,2,13,17,0.273037542662116,"90s"
"basske01",1992,1,"SFN","NL",89,265,25,71,11,3,7,30,7,7,16,53,1,1,1,2,6,0.267924528301887,"90s"
"basske01",1992,2,"NYN","NL",46,137,15,37,12,2,2,9,7,2,7,17,2,0,0,1,2,0.27007299270073,"90s"
"belchti01",1992,1,"CIN","NL",35,76,3,8,1,0,1,4,0,0,0,28,0,0,7,0,1,0.105263157894737,"90s"
"bellira01",1992,1,"ATL","NL",144,285,20,60,6,1,0,14,0,1,14,43,4,3,13,0,6,0.210526315789474,"90s"
"bellja01",1992,1,"PIT","NL",159,632,87,167,36,6,9,55,7,5,55,103,0,4,19,2,12,0.264240506329114,"90s"
"benesan01",1992,1,"SDN","NL",34,67,3,10,2,0,1,5,0,0,5,29,0,0,5,1,1,0.149253731343284,"90s"
"berenju01",1992,1,"ATL","NL",28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"90s"
"bielemi01",1992,1,"ATL","NL",19,24,1,3,0,0,0,0,0,0,0,13,0,0,4,0,1,0.125,"90s"
"biggicr01",1992,1,"HOU","NL",162,613,96,170,32,3,6,39,38,15,94,95,9,7,5,2,5,0.277324632952692,"90s"
"blackbu02",1992,1,"SFN","NL",28,54,1,3,1,0,0,2,0,0,2,16,0,0,10,0,0,0.0555555555555556,"90s"
"bondsba01",1992,1,"PIT","NL",140,473,109,147,36,5,34,103,39,8,127,69,32,5,0,7,9,0.310782241014799,"90s"
"bonilbo01",1992,1,"NYN","NL",128,438,62,109,23,0,19,70,4,3,66,73,10,1,0,1,11,0.248858447488584,"90s"
"burbada01",1992,1,"SFN","NL",23,15,0,1,0,0,0,1,0,0,1,8,0,0,3,0,0,0.0666666666666667,"90s"
"burkejo03",1992,1,"SFN","NL",32,55,2,1,1,0,0,2,0,0,4,24,0,0,8,0,1,0.0181818181818182,"90s"
"butlebr01",1992,1,"LAN","NL",157,553,86,171,14,11,3,39,41,21,95,67,2,3,24,1,4,0.309222423146474,"90s"
"caminke01",1992,1,"HOU","NL",135,506,68,149,31,2,13,62,10,4,44,68,13,1,2,4,14,0.294466403162055,"90s"
"candejo01",1992,1,"LAN","NL",50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"90s"
"candito01",1992,1,"LAN","NL",32,56,3,6,1,0,0,1,0,0,1,9,0,0,12,0,5,0.107142857142857,"90s"
"cartega01",1992,1,"MON","NL",95,285,24,62,18,1,5,29,0,4,33,37,4,2,1,4,4,0.217543859649123,"90s"
"castivi02",1992,1,"ATL","NL",9,16,1,4,1,0,0,1,0,0,1,4,1,1,0,0,0,0.25,"90s"
"ceronri01",1992,1,"MON","NL",33,63,10,17,4,0,1,7,1,2,3,5,0,1,1,0,0,0.26984126984127,"90s"
"charlno01",1992,1,"CIN","NL",64,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0.2,"90s"
"clarkwi02",1992,1,"SFN","NL",144,513,69,154,40,1,16,73,12,7,73,82,23,4,0,11,5,0.300194931773879,"90s"
"claytro01",1992,1,"SFN","NL",98,321,31,72,7,4,4,24,8,4,26,63,3,0,3,2,11,0.224299065420561,"90s"
"colbrgr01",1992,1,"MON","NL",52,168,12,45,8,0,2,18,3,2,6,34,1,2,0,4,1,0.267857142857143,"90s"
"colesda01",1992,1,"CIN","NL",55,141,16,44,11,2,3,18,1,0,3,15,0,0,3,2,1,0.312056737588652,"90s"
"coneda01",1992,1,"NYN","NL",27,65,5,6,1,0,0,4,0,0,3,19,0,0,7,0,1,0.0923076923076923,"90s"
"cordewi01",1992,1,"MON","NL",45,126,17,38,4,1,2,8,0,0,9,31,0,1,1,0,3,0.301587301587302,"90s"
"cormirh01",1992,1,"SLN","NL",31,59,3,6,2,0,0,2,0,0,0,13,0,0,10,0,0,0.101694915254237,"90s"
"daultda01",1992,1,"PHI","NL",145,485,80,131,32,5,27,109,11,2,88,103,11,6,0,6,3,0.270103092783505,"90s"
"daviser01",1992,1,"LAN","NL",76,267,21,61,8,1,5,32,19,1,36,71,2,3,0,2,9,0.228464419475655,"90s"
"davisma01",1992,2,"ATL","NL",14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"90s"
"dawsoan01",1992,1,"CHN","NL",143,542,60,150,27,2,22,90,6,2,30,70,8,4,0,6,13,0.276752767527675,"90s"
"deleojo01",1992,1,"SLN","NL",29,21,2,1,0,0,0,0,0,0,2,8,0,0,4,0,0,0.0476190476190476,"90s"
"deleojo01",1992,2,"PHI","NL",3,5,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0.4,"90s"
"duncama01",1992,1,"PHI","NL",142,574,71,153,40,3,8,50,23,3,17,108,0,5,5,4,15,0.266550522648084,"90s"
"dunstsh01",1992,1,"CHN","NL",18,73,8,23,3,1,0,2,2,3,3,13,0,0,0,0,0,0.315068493150685,"90s"
"fasseje01",1992,1,"MON","NL",70,7,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0.142857142857143,"90s"
"fernasi01",1992,1,"NYN","NL",32,74,8,15,3,0,0,0,0,0,0,25,0,0,7,0,1,0.202702702702703,"90s"
"fernato01",1992,1,"SDN","NL",155,622,84,171,32,4,4,37,20,20,56,62,4,4,9,3,6,0.27491961414791,"90s"
"finlest01",1992,1,"HOU","NL",162,607,84,177,29,13,5,55,44,9,58,63,6,3,16,2,10,0.29159802306425,"90s"
"fletcda01",1992,1,"MON","NL",83,222,13,54,10,2,2,26,0,2,14,28,3,2,2,4,8,0.243243243243243,"90s"
"foleyto02",1992,1,"MON","NL",72,115,7,20,3,1,0,5,3,0,8,21,2,1,3,2,6,0.173913043478261,"90s"
"francjo01",1992,1,"NYN","NL",31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"90s"
"galaran01",1992,1,"SLN","NL",95,325,38,79,14,2,10,39,5,4,11,69,0,8,0,3,8,0.243076923076923,"90s"
"gantro01",1992,1,"ATL","NL",153,544,74,141,22,6,17,80,32,10,45,101,5,7,0,6,10,0.259191176470588,"90s"
"gibsoki01",1992,1,"PIT","NL",16,56,6,11,0,0,2,5,3,1,3,12,0,0,1,0,1,0.196428571428571,"90s"
"girarjo01",1992,1,"CHN","NL",91,270,19,73,3,1,1,12,0,2,19,38,3,1,0,1,8,0.27037037037037,"90s"
"glavito02",1992,1,"ATL","NL",35,77,11,19,1,1,0,7,0,0,3,10,0,0,9,1,0,0.246753246753247,"90s"
"gonzalu01",1992,1,"HOU","NL",122,387,40,94,19,3,10,55,7,7,24,52,3,2,1,2,6,0.242894056847545,"90s"
"goodedw01",1992,1,"NYN","NL",33,72,8,19,3,1,1,9,0,0,1,16,0,0,4,0,1,0.263888888888889,"90s"
"goodwto01",1992,1,"LAN","NL",57,73,15,17,1,1,0,3,7,3,6,10,0,0,0,0,0,0.232876712328767,"90s"
"gottji01",1992,1,"LAN","NL",68,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,"90s"
"gracema01",1992,1,"CHN","NL",158,603,72,185,37,5,9,79,6,1,72,36,8,4,2,8,14,0.306799336650083,"90s"
"grissma02",1992,1,"MON","NL",159,653,99,180,39,6,14,66,78,13,42,81,6,5,3,4,12,0.275650842266462,"90s"
"grosske01",1992,1,"LAN","NL",34,63,3,6,1,0,0,0,0,0,4,26,0,0,3,0,0,0.0952380952380952,"90s"
"guerrpe01",1992,1,"SLN","NL",43,146,10,32,6,1,1,16,2,2,11,25,3,0,0,2,4,0.219178082191781,"90s"
"gwynnto01",1992,1,"SDN","NL",128,520,77,165,27,3,6,41,3,6,46,16,12,0,0,3,13,0.317307692307692,"90s"
"hanseda01",1992,1,"LAN","NL",132,341,30,73,11,0,6,22,0,2,34,49,3,1,0,2,9,0.214076246334311,"90s"
"harnipe01",1992,1,"HOU","NL",34,67,7,11,5,0,0,8,0,1,2,12,0,0,5,0,1,0.164179104477612,"90s"
"harrile01",1992,1,"LAN","NL",135,347,28,94,11,0,0,30,19,7,24,24,3,1,6,2,10,0.270893371757925,"90s"
"hatchbi01",1992,1,"CIN","NL",43,94,10,27,3,0,2,10,0,2,5,11,0,0,0,3,2,0.287234042553192,"90s"
"hershor01",1992,1,"LAN","NL",35,68,6,15,5,0,0,5,1,0,1,10,0,0,6,1,0,0.220588235294118,"90s"
"hillke01",1992,1,"MON","NL",33,62,10,11,3,1,1,4,0,0,8,13,0,0,10,0,0,0.17741935483871,"90s"
"howelja01",1992,1,"LAN","NL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"hurstbr01",1992,1,"SDN","NL",33,69,2,11,4,0,0,1,0,0,3,27,0,0,9,0,0,0.159420289855072,"90s"
"incavpe01",1992,1,"HOU","NL",113,349,31,93,22,1,11,44,2,2,25,99,2,3,0,2,6,0.26647564469914,"90s"
"jacksda02",1992,1,"CHN","NL",19,36,0,3,0,0,0,1,0,1,0,19,0,0,4,0,0,0.0833333333333333,"90s"
"jacksda02",1992,2,"PIT","NL",15,24,2,2,0,0,0,1,0,0,1,12,0,0,5,0,0,0.0833333333333333,"90s"
"jacksda03",1992,1,"SDN","NL",155,587,72,146,23,5,17,70,14,3,26,106,4,4,6,5,21,0.248722316865417,"90s"
"jacksmi02",1992,1,"SFN","NL",67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90s"
"javiest01",1992,1,"LAN","NL",56,58,6,11,3,0,1,5,1,2,6,11,2,1,1,0,0,0.189655172413793,"90s"
"javiest01",1992,2,"PHI","NL",74,276,36,72,14,1,0,24,17,1,31,43,0,2,2,2,4,0.260869565217391,"90s"
"jonesdo01",1992,1,"HOU","NL",80,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"90s"
"jordabr01",1992,1,"SLN","NL",55,193,17,40,9,4,5,22,7,2,10,48,1,1,0,0,6,0.207253886010363,"90s"
"justida01",1992,1,"ATL","NL",144,484,78,124,19,5,21,72,2,4,79,85,8,2,0,6,1,0.256198347107438,"90s"
"kentje01",1992,2,"NYN","NL",37,113,16,27,8,1,3,15,0,2,7,29,0,1,0,0,2,0.238938053097345,"90s"
"kleskry01",1992,1,"ATL","NL",13,14,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,"90s"
"kruegbi01",1992,2,"MON","NL",9,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,"90s"
"lampde01",1992,1,"PIT","NL",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90s"
"lankfra01",1992,1,"SLN","NL",153,598,87,175,40,6,20,86,42,24,72,147,6,5,2,5,5,0.292642140468227,"90s"
"larkiba01",1992,1,"CIN","NL",140,533,76,162,32,6,12,78,15,4,63,58,8,4,2,7,13,0.303939962476548,"90s"
"lewisda01",1992,1,"SFN","NL",100,320,38,74,8,1,1,18,28,8,29,46,0,1,10,2,3,0.23125,"90s"
"lopezja01",1992,1,"ATL","NL",9,16,3,6,2,0,0,2,0,0,0,1,0,0,0,0,0,0.375,"90s"
"maddugr01",1992,1,"CHN","NL",35,88,6,15,3,0,1,8,0,0,1,22,0,0,13,0,1,0.170454545454545,"90s"
"maddumi01",1992,1,"SDN","NL",50,9,0,1,0,0,0,0,0,0,1,4,0,0,3,0,0,0.111111111111111,"90s"
"magadda01",1992,1,"NYN","NL",99,321,33,91,9,1,3,28,1,0,56,44,3,0,2,0,6,0.283489096573209,"90s"
"martida01",1992,1,"CIN","NL",135,393,47,100,20,5,3,31,12,8,42,54,4,0,6,4,6,0.254452926208651,"90s"
"martide01",1992,1,"MON","NL",32,74,3,14,0,0,0,2,0,0,0,20,0,0,10,0,1,0.189189189189189,"90s"
"martipe02",1992,1,"LAN","NL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90s"
"mcclubo01",1992,1,"SLN","NL",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"mcelrch01",1992,1,"CHN","NL",72,6,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"90s"
"mcgeewi01",1992,1,"SFN","NL",138,474,56,141,20,2,1,36,13,4,29,88,3,1,5,1,7,0.29746835443038,"90s"
"mcgrifr01",1992,1,"SDN","NL",152,531,79,152,30,4,35,104,8,6,96,108,23,1,0,4,14,0.286252354048964,"90s"
"merceor01",1992,1,"PIT","NL",134,405,50,100,28,5,6,60,5,4,52,63,8,2,1,5,6,0.246913580246914,"90s"
"merckke01",1992,1,"ATL","NL",53,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"90s"
"morgami01",1992,1,"CHN","NL",34,74,1,8,0,0,0,5,0,0,2,16,0,0,11,1,1,0.108108108108108,"90s"
"mulhote01",1992,1,"PHI","NL",32,83,1,8,1,0,0,3,0,0,3,35,0,0,6,0,0,0.0963855421686747,"90s"
"murphda05",1992,1,"PHI","NL",18,62,5,10,1,0,2,7,0,0,1,13,0,0,0,0,3,0.161290322580645,"90s"
"murraed02",1992,1,"NYN","NL",156,551,64,144,37,2,16,93,4,2,66,74,8,0,0,8,15,0.261343012704174,"90s"
"myersra01",1992,1,"SDN","NL",66,7,0,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0.142857142857143,"90s"
"neaglde01",1992,1,"PIT","NL",56,11,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,"90s"
"nixonot01",1992,1,"ATL","NL",120,456,79,134,14,2,2,22,41,18,39,54,0,0,5,2,4,0.293859649122807,"90s"
"obriech01",1992,1,"NYN","NL",68,156,15,33,12,0,2,13,0,1,16,18,1,1,4,0,4,0.211538461538462,"90s"
"offerjo01",1992,1,"LAN","NL",149,534,67,139,20,8,1,30,23,16,57,98,4,0,5,2,5,0.260299625468165,"90s"
"ojedabo01",1992,1,"LAN","NL",29,49,1,5,0,1,0,3,0,0,1,11,0,0,5,0,1,0.102040816326531,"90s"
"olivaom01",1992,1,"SLN","NL",36,68,7,16,1,0,1,4,0,0,1,19,0,0,3,0,0,0.235294117647059,"90s"
"olivejo01",1992,1,"CIN","NL",143,485,42,131,25,1,10,57,2,3,35,75,19,1,6,7,12,0.270103092783505,"90s"
"oneilpa01",1992,1,"CIN","NL",148,496,59,122,19,1,14,66,6,3,77,85,15,2,3,6,10,0.245967741935484,"90s"
"penaal01",1992,1,"ATL","NL",41,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"90s"
"pendlte01",1992,1,"ATL","NL",160,640,98,199,39,1,21,105,5,2,37,67,8,0,5,7,16,0.3109375,"90s"
"piazzmi01",1992,1,"LAN","NL",21,69,5,16,3,0,1,7,0,0,4,12,0,1,0,0,1,0.231884057971014,"90s"
"portuma01",1992,1,"HOU","NL",18,28,1,3,0,0,0,0,0,0,0,12,0,0,6,0,0,0.107142857142857,"90s"
"prattto02",1992,1,"PHI","NL",16,46,6,13,1,0,2,10,0,0,4,12,0,0,0,0,2,0.282608695652174,"90s"
"princto01",1992,1,"PIT","NL",27,44,1,4,2,0,0,5,1,1,6,9,0,0,0,2,2,0.0909090909090909,"90s"
"randowi01",1992,1,"NYN","NL",90,286,29,72,11,1,2,15,1,3,40,34,1,4,6,0,6,0.251748251748252,"90s"
"rasmude01",1992,1,"CHN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"90s"
"reardje01",1992,2,"ATL","NL",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"reedje02",1992,1,"CIN","NL",15,25,2,4,0,0,0,2,0,0,1,4,1,0,0,0,1,0.16,"90s"
"reedst01",1992,1,"SFN","NL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"righeda01",1992,1,"SFN","NL",54,7,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0.142857142857143,"90s"
"robindo01",1992,2,"PHI","NL",10,18,0,7,3,0,0,1,0,0,0,5,0,0,0,0,1,0.388888888888889,"90s"
"saberbr01",1992,1,"NYN","NL",17,28,0,3,0,0,0,0,0,0,1,9,0,0,3,0,0,0.107142857142857,"90s"
"samueju01",1992,1,"LAN","NL",47,122,7,32,3,1,0,15,2,2,7,22,3,1,4,2,0,0.262295081967213,"90s"
"sanchre01",1992,1,"CHN","NL",74,255,24,64,14,3,1,19,2,1,10,17,1,3,5,2,7,0.250980392156863,"90s"
"sandbry01",1992,1,"CHN","NL",158,612,100,186,32,8,26,87,17,6,68,73,4,1,0,6,13,0.303921568627451,"90s"
"sandere02",1992,1,"CIN","NL",116,385,62,104,26,6,12,36,16,7,48,98,2,4,0,1,6,0.27012987012987,"90s"
"santibe01",1992,1,"SDN","NL",106,386,37,97,21,0,10,42,2,5,21,52,1,0,0,4,14,0.251295336787565,"90s"
"schilcu01",1992,1,"PHI","NL",42,64,3,10,1,0,0,3,0,0,1,22,0,0,8,0,0,0.15625,"90s"
"schofdi02",1992,2,"NYN","NL",142,420,52,86,18,2,4,36,11,4,60,82,4,5,10,3,11,0.204761904761905,"90s"
"servisc01",1992,1,"MON","NL",5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"90s"
"sheffga01",1992,1,"SDN","NL",146,557,87,184,34,3,33,100,5,6,48,40,5,6,0,7,19,0.330341113105925,"90s"
"slaugdo01",1992,1,"PIT","NL",87,255,26,88,17,3,4,37,2,2,17,23,5,2,6,5,6,0.345098039215686,"90s"
"smithle02",1992,1,"SLN","NL",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"90s"
"smithlo01",1992,1,"ATL","NL",84,158,23,39,8,2,6,33,4,0,17,37,1,3,0,4,1,0.246835443037975,"90s"
"smithoz01",1992,1,"SLN","NL",132,518,73,153,20,2,0,31,43,9,59,34,4,0,12,1,11,0.295366795366795,"90s"
"smithza01",1992,1,"PIT","NL",26,49,2,6,2,0,0,3,0,0,2,11,0,0,3,0,0,0.122448979591837,"90s"
"smoltjo01",1992,1,"ATL","NL",36,75,7,12,0,0,1,4,0,0,6,32,0,0,10,0,1,0.16,"90s"
"sosasa01",1992,1,"CHN","NL",67,262,41,68,7,2,8,25,15,7,19,63,1,4,4,2,4,0.259541984732824,"90s"
"stairma01",1992,1,"MON","NL",13,30,2,5,2,0,0,5,0,0,7,7,0,0,0,1,0,0.166666666666667,"90s"
"stantmi02",1992,1,"ATL","NL",65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"90s"
"strawda01",1992,1,"LAN","NL",43,156,20,37,8,0,5,25,3,1,19,34,4,1,0,1,2,0.237179487179487,"90s"
"swindgr01",1992,1,"CIN","NL",31,80,2,10,2,0,0,4,0,0,1,15,0,0,5,1,0,0.125,"90s"
"thompmi02",1992,1,"SLN","NL",109,208,31,61,9,1,4,17,18,6,16,39,3,2,0,0,3,0.293269230769231,"90s"
"vandejo02",1992,1,"MON","NL",105,213,21,51,8,2,4,20,3,0,24,36,2,0,0,0,2,0.23943661971831,"90s"
"vizcajo01",1992,1,"CHN","NL",86,285,25,64,10,4,1,17,3,0,14,35,2,0,5,1,4,0.224561403508772,"90s"
